dataset,method,model,mean,q90,std,raw
wbc,J,PCA,0.38,0.735,0.251,"[0.22, 0.64, 0.496, 0.22, 0.64, 0, 0.6415, 0.94, 0.105, 0.58219, 0, 0.0085, 0.74629, 0, 0.56584, 0.85, 0.77719, 0.53808, 0.4, 0.105, 0.03948, 0.4301, 0.0825, 0.75608, 0.22, 0.4, 0.24879, 0.47666, 0.1125, 0.274, 0.41129, 0.4, 0.50947, 0.185, 0, 0.72705, 0.49337, 0.121, 0.17924, 0.79, 0.5185, 0.236, 0.57992, 0.43568, 0.457, 0.39273, 0.4, 0.0525, 0, 0.5628, 0.304, 0.02002, 0.61025, 0.036, 0.734, 0.35536, 0.64978, 0.22, 0.7295, 0.4, 0.75157, 0.54152, 0.4, 0.4, 0.102, 0.46201, 0.276, 0.64, 0.52958, 0.3295, 0.62388, 0.39641, 0.41849, 0.4, 0.6149, 0.60459, 0, 0, 0.57418, 0.14016, 0.155, 0.69841, 0.1725, 0.80758, 0.105, 0, 0.09562, 0.40429, 0.11699999999999999, 0.165, 0.15, 0.4, 0.04929, 0.75, 0.37973, 0.358, 0.78137, 0.48327, 0.15896, 0.54498]"
wbc,J+,IForest,0.614,0.887,0.239,"[0.4, 0.52, 0.79, 0.52, 0.4, 0.83237, 0.059519999999999997, 0.592, 0.7525, 0.8091, 0.30378, 0.8625, 0.86568, 0.4, 0.39168, 0.7425, 0.52, 0.69788, 0.52029, 0.92586, 0.68729, 0.53198, 0.51, 0.76087, 0.84105, 0.52, 0.9, 0.732, 0.048, 0.94002, 0.5668, 0.86737, 0.52395, 0.4, 1.0, 0.77308, 0.555, 0.5765, 0.59245, 0.036, 0.14133, 0.84404, 0.4859, 0.542, 0.3565, 0.55409, 0.52072, 0.76458, 0.85281, 0.425, 0.7902, 0.62608, 0.8855, 0.93, 0.47758, 0.727, 0.78634, 0.4, 0.7755, 0.4, 0.4, 0.49294, 0.73283, 0.42921, 0.717, 0.85221, 0.91487, 0.79351, 0.22, 0.6183, 0.5425, 0.881, 0.23607, 0.9, 0.92502, 0.15231, 0.62, 0.375, 0.86, 0.7645, 0.22, 0.76981, 0.65594, 0.67903, 0.42399, 0.244, 0.9, 0.876, 0.87118, 0.86102, 0, 0.8205, 0.65753, 0.22, 0.89936, 0.67969, 0.48684, 0.63952, 0.6956, 0.82321]"
wbc,J+,LOF,0.541,0.821,0.235,"[0.52, 0.54967, 0.127, 0.46699999999999997, 0.7995, 0.50284, 0.43667, 0.85004, 0.4475, 0.58, 0.831, 0.516, 0.285, 0.55742, 0.54708, 0.04, 0.56501, 0.85429, 0.765, 0.8202, 0.40422, 0.52493, 0.91332, 0.1875, 0.67, 0.76365, 0.4, 0.22, 0.31867, 0.1835, 0.74369, 0.66088, 0.67005, 0.26135, 0.8067, 0.45302, 0.68219, 0.89936, 0.58851, 0.06, 0.63687, 0.4, 0.726, 0.80249, 0.7205, 0.49804, 0.68121, 0.77282, 0.4535, 0.67, 0.66952, 0.555, 0.52317, 0.4, 0.22, 0.67284, 0.379, 0.3602, 0.0375, 0.11599999999999999, 0.583, 0.89933, 0.54606, 0.8898, 0.64, 0.48947999999999997, 0.27502, 0.52132, 0.146, 0.91833, 0.64313, 0.705, 0.73155, 0.4325, 0.22, 0.63666, 0.5864, 0.77, 0.375, 0.49529, 0.05, 0.67, 0.80735, 0.40917, 0.90503, 0, 0.80163, 0.37671, 0.04, 0.71347, 0.9125, 0.38, 0.79886, 0.408, 0.4615, 0.65878, 0.48498, 0.56836, 0.58074, 0.75367]"
wbc,J+,PCA,0.378,0.735,0.251,"[0.22, 0.22, 0.64, 0.075, 0.5747, 0, 0.94, 0.496, 0.64, 0.655, 0, 0.74629, 0.56284, 0.0085, 0.4, 0.56208, 0.7855, 0.85, 0, 0.105, 0.04032, 0.0825, 0.4301, 0.47666, 0.75608, 0.4, 0.24879, 0.274, 0.22, 0.1125, 0.41129, 0.185, 0.51194, 0.72705, 0.4, 0, 0.121, 0.49337, 0.79, 0.17924, 0.236, 0.5185, 0.57992, 0.43568, 0.457, 0.4, 0.39273, 0, 0.5628, 0.0525, 0.304, 0.02002, 0.61025, 0.036, 0.734, 0.31536, 0.7295, 0.64978, 0.4, 0.22, 0.54152, 0.75057, 0.4, 0.102, 0.46801, 0.4, 0.4, 0.276, 0.3295, 0.52958, 0.62388, 0.41849, 0.4, 0.39641, 0, 0.6149, 0, 0.60459, 0.57418, 0.14016, 0.155, 0.73342, 0.82758, 0.40429, 0.105, 0.09562, 0, 0.11699999999999999, 0.165, 0.1725, 0.15, 0.358, 0.75, 0.04929, 0.78137, 0.4, 0.48327, 0.37973, 0.15850999999999998, 0.54498]"
wbc,CV,IForest,0.645,0.901,0.239,"[0.8142, 0.2352, 0.4, 0.52, 0.64498, 0.9, 0.22, 0.33, 0.52, 0.7535, 0.14328, 0.9, 0.92, 0.8575, 0.91919, 0.79919, 0.52677, 0.75058, 0.76652, 0, 0.60537, 0.99, 0.7613, 0.2605, 0.71501, 0.36029, 0.753, 0.9, 0.89, 0.87835, 0.85137, 0.6853, 0.39713, 0.9, 0.78, 0.7565, 0.43266, 0.62574, 0.4, 0.325, 0.62434, 0.237, 0.54129, 0.93, 0.783, 0.7825, 0.451, 0.5689299999999999, 0.48185, 0.1, 0.7861899999999999, 0.70794, 0.8205, 0.56629, 0.89036, 0.8122, 0.82136, 0.91145, 0.4, 1.0, 0.93, 0.42406, 0.5271899999999999, 0.11216999999999999, 0.95091, 0.5735, 0.91052, 0.755, 0.79, 0.5642699999999999, 0.4, 0.711, 0.45208, 0.655, 0.2118, 0.35, 0.88, 0.528, 0.86, 0.91701, 0.78, 0.751, 0.70905, 0.67903, 0.79, 0.22, 0.5997399999999999, 0.83919, 0.88118, 0.86102, 0.22, 0.86, 0.67185, 0.89936, 0.518, 0.9, 0.72824, 0.44836, 0.52328, 0.72866]"
wbc,CV,LOF,0.554,0.829,0.231,"[0.82736, 0.4, 0.52184, 0.68668, 0.492, 0.48136, 0.79, 0.30367, 0.86921, 0.79669, 0.848, 0.22, 0.60086, 0.86, 0.53389, 0.252, 0.81438, 0.94, 0.74018, 0.5791, 0.89751, 0.76365, 0.36, 0.1555, 0.40422, 0.4, 0.49043, 0.146, 0.67, 0.316, 0.84451, 0.6224999999999999, 0.73729, 0.8067, 0.42937000000000003, 0.45902, 0.6505, 0.23, 0.35279, 0.821, 0.87013, 0.74936, 0.42071, 0.688, 0.5008, 0.39, 0.4535, 0.77948, 0.63285, 0.67, 0.4225, 0.495, 0.52, 0.81119, 0.4, 0.77121, 0.40752, 0.5605, 0.059, 0.1475, 0.4, 0.7643, 0.63933, 0.54737, 0.27502, 0.64, 0.51481, 0.51132, 0.06379, 0.91662, 0.63551, 0.81, 0.51317, 0.22, 0.66586, 0.67325, 0.6459, 0.63967, 0.44702, 0.64, 0.07, 0.89153, 0.75735, 0.67, 0.54837, 0, 0.76494, 0.04, 0.38003, 0.67346, 0.94, 0.4105, 0.46051, 0.7366, 0.64878, 0.58106, 0.04, 0.54686, 0.55129, 0.70535]"
wbc,CV,PCA,0.372,0.723,0.276,"[0.22, 0.4, 0, 0.94, 0.6415, 0, 0.64, 0.8535, 0, 0.58219, 0, 0.006, 0.77164, 0.85, 0.75657, 0, 0.80552, 0.64708, 0.4, 0.1365, 0.07808999999999999, 0.46425, 0.0975, 0.47666, 0.68241, 0.4, 0.4, 0.24262, 0.09, 0.2905, 0.4, 0.41129, 0.51297, 0.024, 0, 0.70788, 0.07974, 0, 0.94, 0.52337, 0.5185, 0.236, 0.60101, 0.4, 0, 0, 0.39273, 0.449, 0.0525, 0.59863, 0.3285, 0.036, 0.76029, 0.050019999999999995, 0.64, 0.03, 0.719, 0.35536, 0.64841, 0.33, 0.54734, 0.509, 0.81862, 0.4, 0.4, 0.13029, 0.4, 0.426, 0.1795, 0.53737, 0.64, 0.37812, 0.57333, 0.63455, 0, 0.65671, 0.64312, 0, 0.57418, 0.14016, 0.67858, 0.02658, 0, 0, 0, 0.04, 0.12115, 0.305, 0.2005, 0.2915, 0.1875, 0.89, 0.3005, 0.04929, 0.4, 0.6971, 0.51973, 0.51719, 0.26462, 0.54419]"
wbc,CV+,IForest,0.616,0.877,0.235,"[0.51287, 0.22, 0.22, 0.52, 0.83237, 0.512, 0.285, 0.67356, 0.79, 0.79, 0.50465, 0.34878, 0.91919, 0.52, 0.8525, 0.99, 0, 0.80734, 0.73187, 0.92586, 0.54229, 0.78501, 0.93, 0.9, 0.79, 0.30645, 0.68129, 0.84105, 0.2605, 0.94002, 0.85137, 0.4073, 0.45644999999999997, 0.4, 0.8615, 0.63472, 0.805, 0.59074, 0.6165, 0.22, 0.036, 0.66484, 0.489, 0.85736, 0.3565, 0.43523, 0.53939, 0.506, 0.8, 0.23, 0.78652, 0.34879, 0.99429, 0.858, 0.935, 0.47129, 0.77968, 0.77384, 0.4, 0.4, 0.79, 0.45544, 0.43229, 0.12237, 0.894, 0.5435, 0.87552, 0.73712, 0.4, 0.5868, 0.5425, 0.37707999999999997, 0.711, 0.4, 0.11848, 0.765, 0.368, 0.85504, 0.86, 0.76416, 0.79, 0.76022, 0.65378, 0.52, 0.4, 0.67386, 0.65899, 0.76626, 0.8145, 0.86102, 0.22, 0.86, 0.68416, 0.52034, 0.79, 0.89936, 0.6551899999999999, 0.61932, 0.63711, 0.7444999999999999]"
wbc,CV+,LOF,0.628,0.877,0.204,"[0.92252, 0.52, 0.56053, 0.74605, 0.51736, 0.633, 0.945, 0.58, 0.87368, 0.652, 0.55, 0.92, 0.916, 0.27849999999999997, 0.5816, 0.89, 0.83, 0.6364, 0.94, 0.87518, 0.48793, 0.73769, 0.93583, 0.2935, 0.4, 0.4, 0.52704, 0.40588, 0.81, 0.402, 0.46169, 0.84451, 0.6675, 0.68212, 0.5365, 0.78687, 0.42903, 0.861, 0.34162, 0.45, 0.51287, 0.93512, 0.828, 0.4, 0.81185, 0.4958, 0.76918, 0.80285, 0.4785, 0.86, 0.495, 0.79251, 0.4, 0.4375, 0.77121, 0.52, 0.39312, 0.74321, 0.3975, 0.27958, 0.58, 0.75904, 0.825, 0.5595, 0.7225, 0.79, 0.40837, 0.51311, 0.10529, 0.95429, 0.76636, 0.80333, 0.51817, 0.75917, 0.4, 0.64473, 0.67, 0.69825, 0.46499999999999997, 0.67696, 0.3805, 0.72102, 0.67, 0.85561, 0.80735, 0.37837, 0.81923, 0, 0.4, 0.76579, 0.98, 0.4, 0.43979, 0.72448, 0.62329, 0.63628, 0.53837, 0.72206, 0.59284, 0.78764]"
wbc,CV+,PCA,0.354,0.714,0.277,"[0.64, 0.659, 0.22, 0.4, 0.94, 0, 0.846, 0, 0, 0, 0.58219, 0, 0.82252, 0.79435, 0.56208, 0.006, 0.76725, 0.85, 0.4, 0.1365, 0.04032, 0.43728, 0.18229, 0.44929, 0.0825, 0.4, 0.71291, 0.2905, 0.22, 0.41129, 0.03, 0.4, 0, 0.50947, 0, 0.72705, 0.52337, 0, 0.07178999999999999, 0.94, 0.58468, 0.5185, 0.4, 0.236, 0, 0.454, 0.39273, 0, 0.0525, 0.5628, 0.349, 0.04629, 0.71028, 0.419, 0, 0.35536, 0.03, 0.65643, 0.64, 0.22, 0.53901, 0.4, 0.8288, 0.53604, 0.4, 0.102, 0.4, 0.42458, 0.1795, 0.53737, 0.63455, 0.4, 0.32312, 0, 0.39333, 0, 0.58368, 0.64625, 0.65671, 0.048, 0, 0.02658, 0.67858, 0, 0.06228, 0, 0.04, 0.2005, 0.165, 0.3005, 0.1665, 0.1875, 0.89, 0.04929, 0.4, 0.52928, 0.50973, 0.69319, 0.26850999999999997, 0.54419]"
musk,SC,IForest,0.406,0.841,0.37,"[0.73198, 0.0, 0.31211, 0, 0.233, 0, 0, 0.59832, 0, 0.79055, 0, 0, 0.77233, 0.71125, 0, 0.0, 0.43226, 0.75623, 0.65975, 0, 0, 0.81502, 0.84122, 0.86701, 0, 0.05574, 0, 0.76156, 0.81592, 0, 0.56342, 0.73274, 0.04954, 0.83193, 0, 0.83619, 0.49772, 0, 0.33342, 0.65817, 0.8646, 0.93929, 0.77389, 0.76427, 0.00822, 0, 0.8369, 0.82238, 0.84172, 0.73578, 0.22819, 0.0042899999999999995, 0.02276, 0.62868, 0.035, 0, 0.7107, 0.78424, 0.85657, 0.81014, 0.87181, 0, 0, 0.7781399999999999, 0.85698, 0.019, 0, 0, 0, 0.82614, 0.72188, 0.12473, 0.8613, 0, 0.49007, 0, 0.074, 0.83267, 0, 0.1035, 0.80698, 0.69767, 0.50529, 0.44983, 0.8897, 0, 0.13953, 0, 0, 0.43541, 0, 0.61777, 0.82997, 0.013000000000000001, 0, 0.77836, 0.82861, 0.89363, 0.78058, 0]"
musk,SC,LOF,0.824,0.882,0.046,"[0.79483, 0.8374199999999999, 0.8378599999999999, 0.8563, 0.77003, 0.82853, 0.81199, 0.79007, 0.80511, 0.75546, 0.86161, 0.8818, 0.90783, 0.8463, 0.77787, 0.764, 0.87449, 0.74015, 0.77759, 0.81798, 0.8364699999999999, 0.90465, 0.82705, 0.82733, 0.85004, 0.91744, 0.76787, 0.76593, 0.83009, 0.76534, 0.82509, 0.88013, 0.79633, 0.87504, 0.81316, 0.78705, 0.82081, 0.78745, 0.82229, 0.79025, 0.86648, 0.81942, 0.8118, 0.82289, 0.81948, 0.87654, 0.7798, 0.94811, 0.88731, 0.85117, 0.82817, 0.90917, 0.76431, 0.81534, 0.8111200000000001, 0.92149, 0.81734, 0.8216, 0.85694, 0.8694, 0.90913, 0.83246, 0.88371, 0.82175, 0.73485, 0.73593, 0.7979, 0.87082, 0.72534, 0.73583, 0.73677, 0.7901, 0.78652, 0.81608, 0.84087, 0.79637, 0.75079, 0.77585, 0.88009, 0.79148, 0.83658, 0.78965, 0.7952, 0.8587400000000001, 0.8337, 0.81599, 0.80699, 0.86274, 0.89259, 0.82438, 0.82353, 0.86962, 0.80602, 0.79322, 0.84332, 0.82391, 0.8329, 0.85797, 0.85674, 0.86031]"
musk,SC,PCA,0.819,0.884,0.051,"[0.81126, 0.86144, 0.8127800000000001, 0.77872, 0.85206, 0.85268, 0.81801, 0.77174, 0.81685, 0.7694, 0.81501, 0.86813, 0.81567, 0.82991, 0.81277, 0.68874, 0.88264, 0.7065899999999999, 0.76903, 0.83556, 0.71007, 0.87134, 0.83517, 0.83794, 0.75215, 0.80747, 0.89955, 0.81598, 0.78298, 0.77756, 0.83538, 0.8975299999999999, 0.82023, 0.8167, 0.82211, 0.89015, 0.83832, 0.76064, 0.84079, 0.82906, 0.88901, 0.85454, 0.82094, 0.76914, 0.74884, 0.79698, 0.87926, 0.82657, 0.78088, 0.85654, 0.78376, 0.8653, 0.84702, 0.78593, 0.8576199999999999, 0.86469, 0.75998, 0.8692, 0.7879, 0.91825, 0.81366, 0.82134, 0.88372, 0.75477, 0.78313, 0.77869, 0.77837, 0.76537, 0.87056, 0.82423, 0.82196, 0.73577, 0.77375, 0.85243, 0.93571, 0.79337, 0.81395, 0.84487, 0.94103, 0.82916, 0.91683, 0.8256, 0.87843, 0.89441, 0.81093, 0.80641, 0.80033, 0.77349, 0.82946, 0.80803, 0.83126, 0.72544, 0.82608, 0.81521, 0.74785, 0.72013, 0.89128, 0.84783, 0.74667, 0.82147]"
musk,CV,IForest,0.253,0.828,0.343,"[0, 0, 0.81906, 0.65612, 0.86592, 0.67482, 0.77021, 0.67724, 0, 0.64215, 0.0, 0.63813, 0.73717, 0.55017, 0.65531, 0, 0, 0, 0.42408, 0, 0.77132, 0, 0.59958, 0.226, 0, 0.0, 0, 0, 0.79784, 0.3216, 0, 0.48522, 0.78631, 0.84334, 0.07926, 0.01142, 0, 0.82825, 0.83663, 0, 0.90237, 0, 0, 0, 0, 0.65783, 0, 0.89444, 0.87189, 0.31175, 0.089, 0.5262, 0.7153, 0.0, 0, 0.10274, 0.62095, 0, 0, 0, 0.04129, 0.16275, 0, 0.0, 0.82877, 0.01542, 0, 0, 0.88126, 0, 0, 0, 0.63731, 0.0, 0, 0, 0.06298, 0, 0.0, 0, 0, 0, 0, 0, 0.03664, 0, 0, 0, 0.51814, 0.83487, 0.93823, 0, 0, 0.0, 0, 0, 0.0, 0, 0, 0.0025]"
musk,CV,LOF,0.825,0.88,0.039,"[0.77697, 0.79659, 0.79234, 0.78303, 0.86642, 0.73032, 0.85272, 0.85948, 0.8116, 0.7844, 0.897, 0.78556, 0.7911, 0.85514, 0.87929, 0.88855, 0.75314, 0.82464, 0.82575, 0.81313, 0.81174, 0.78378, 0.84806, 0.8082199999999999, 0.81698, 0.77117, 0.85291, 0.81286, 0.82776, 0.82408, 0.8437, 0.84306, 0.86449, 0.81156, 0.82687, 0.77784, 0.74733, 0.8446, 0.83821, 0.77952, 0.91191, 0.86404, 0.89641, 0.7944100000000001, 0.84115, 0.84564, 0.85103, 0.88391, 0.80549, 0.83167, 0.83218, 0.80727, 0.87002, 0.81984, 0.77833, 0.84189, 0.78687, 0.76549, 0.78061, 0.75228, 0.84014, 0.83601, 0.79802, 0.80941, 0.80486, 0.80313, 0.9087500000000001, 0.79999, 0.83633, 0.83308, 0.81843, 0.78683, 0.75665, 0.8246, 0.84029, 0.78401, 0.81765, 0.86119, 0.86521, 0.81076, 0.80811, 0.85263, 0.89894, 0.83202, 0.79511, 0.83485, 0.77354, 0.80026, 0.82646, 0.90083, 0.85071, 0.80659, 0.8652299999999999, 0.7895, 0.88251, 0.86439, 0.87485, 0.83001, 0.8297, 0.88808]"
musk,CV,PCA,0.822,0.886,0.045,"[0.7489, 0.85012, 0.8488, 0.81003, 0.8279799999999999, 0.83229, 0.81606, 0.79792, 0.85512, 0.75188, 0.82871, 0.8451, 0.85389, 0.86524, 0.75436, 0.73132, 0.8916000000000001, 0.79658, 0.82879, 0.81892, 0.82495, 0.8206, 0.85774, 0.70677, 0.78928, 0.91878, 0.8944799999999999, 0.80066, 0.75, 0.82984, 0.88077, 0.81213, 0.82352, 0.87009, 0.77465, 0.86075, 0.7957, 0.83659, 0.84789, 0.81147, 0.88532, 0.75995, 0.79883, 0.87685, 0.75336, 0.85755, 0.79736, 0.75571, 0.88753, 0.86104, 0.79916, 0.88309, 0.79167, 0.83407, 0.83724, 0.79013, 0.79613, 0.8541300000000001, 0.874, 0.80886, 0.82939, 0.81278, 0.89042, 0.80286, 0.78221, 0.8021, 0.84358, 0.87776, 0.79749, 0.77427, 0.80209, 0.74485, 0.82817, 0.83554, 0.76685, 0.83145, 0.89691, 0.90116, 0.93353, 0.74257, 0.83081, 0.8264, 0.84521, 0.88807, 0.8159, 0.80894, 0.81685, 0.81313, 0.85007, 0.81217, 0.82818, 0.77895, 0.81668, 0.76411, 0.80136, 0.88847, 0.84223, 0.81003, 0.71699, 0.80997]"
musk,CV+,IForest,0.062,0.099,0.196,"[0, 0, 0.01719, 0, 0.41886, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02583, 0, 0, 0, 0, 0.0225, 0, 0, 0, 0.95048, 0, 0, 0, 0.59982, 0, 0, 0.8691, 0.21114, 0, 0.76825, 0, 0.01, 0, 0.03267, 0.06016, 0, 0, 0, 0, 0.7987, 0, 0, 0, 0, 0.46, 0.09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.17833, 0, 0, 0.006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.71924, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
musk,CV+,LOF,0.843,0.889,0.038,"[0.80768, 0.85841, 0.82223, 0.81072, 0.83365, 0.86235, 0.87012, 0.78113, 0.7323999999999999, 0.88767, 0.85651, 0.90596, 0.81638, 0.88895, 0.81651, 0.83182, 0.79801, 0.88623, 0.85176, 0.83698, 0.8333699999999999, 0.8613, 0.85485, 0.83751, 0.82036, 0.83347, 0.77257, 0.82208, 0.84679, 0.84275, 0.87184, 0.86129, 0.85943, 0.86742, 0.83457, 0.86713, 0.79239, 0.87498, 0.80333, 0.77504, 0.84213, 0.83822, 0.8708899999999999, 0.83945, 0.93072, 0.84413, 0.91822, 0.88858, 0.88794, 0.85163, 0.8658, 0.82717, 0.89784, 0.7705, 0.83527, 0.84922, 0.78411, 0.81787, 0.78402, 0.80766, 0.85143, 0.81891, 0.9186, 0.84767, 0.81908, 0.81308, 0.8269, 0.84581, 0.84303, 0.82779, 0.82755, 0.79464, 0.82903, 0.86579, 0.87468, 0.83745, 0.79111, 0.80746, 0.86954, 0.84018, 0.82068, 0.90589, 0.82226, 0.80671, 0.84468, 0.86943, 0.84059, 0.93151, 0.81417, 0.78162, 0.84906, 0.82886, 0.88524, 0.80251, 0.89038, 0.891, 0.8815500000000001, 0.88406, 0.86499, 0.90585]"
musk,CV+,PCA,0.826,0.883,0.044,"[0.84057, 0.75083, 0.80598, 0.82922, 0.8157, 0.75594, 0.8276, 0.852, 0.85683, 0.86302, 0.84385, 0.82877, 0.86505, 0.81765, 0.89436, 0.86072, 0.76685, 0.79941, 0.82173, 0.74567, 0.8235, 0.87283, 0.8748, 0.83346, 0.79189, 0.72362, 0.75146, 0.91702, 0.83065, 0.79915, 0.88292, 0.81177, 0.82653, 0.77827, 0.8501, 0.87577, 0.80306, 0.81201, 0.83805, 0.83715, 0.87641, 0.75907, 0.76175, 0.87685, 0.88981, 0.8663, 0.79385, 0.799, 0.86446, 0.77227, 0.80089, 0.83641, 0.8667, 0.8416399999999999, 0.88647, 0.80075, 0.78538, 0.79515, 0.8708, 0.81264, 0.83698, 0.8873, 0.80268, 0.81278, 0.80399, 0.88096, 0.84272, 0.78129, 0.77698, 0.80273, 0.81157, 0.74896, 0.83702, 0.83202, 0.77883, 0.93353, 0.89867, 0.82921, 0.89886, 0.74575, 0.85303, 0.83211, 0.84828, 0.8551799999999999, 0.89034, 0.84888, 0.82161, 0.80557, 0.85317, 0.821, 0.81005, 0.84414, 0.77965, 0.79888, 0.76436, 0.80343, 0.84451, 0.7288, 0.8221499999999999, 0.89033]"
pima,SC,IForest,0.022,0.072,0.046,"[0.0025, 0, 0, 0, 0, 0, 0, 0.08939, 0, 0, 0, 0.01111, 0, 0.02368, 0.01841, 0.027319999999999997, 0.02269, 0, 0.0175, 0, 0, 0, 0, 0, 0.07042, 0, 0.04021, 0.02, 0.005, 0, 0, 0.005, 0, 0, 0.01, 0.005, 0, 0, 0, 0, 0, 0.015, 0, 0, 0.21213, 0, 0, 0.12177, 0.0175, 0, 0, 0.031, 0.01773, 0, 0.04479, 0, 0, 0.006, 0.01646, 0.005, 0.21018, 0.0125, 0, 0.00364, 0, 0.12517, 0, 0, 0.01472, 0.01, 0, 0.008, 0.006500000000000001, 0, 0, 0, 0, 0.18643, 0, 0, 0, 0.0175, 0.0175, 0, 0.06375, 0.11655, 0.02562, 0, 0.03858, 0, 0.005, 0.11773, 0.15773, 0.14019, 0, 0.01409, 0, 0.045, 0, 0.005]"
pima,SC,LOF,0.01,0.03,0.024,"[0, 0, 0.06859, 0, 0, 0, 0.0135, 0, 0, 0.03121, 0, 0.006, 0, 0.03621, 0, 0, 0, 0, 0, 0.0075, 0, 0.025, 0, 0, 0, 0, 0, 0.005, 0, 0, 0, 0.021, 0.003, 0, 0, 0, 0, 0, 0, 0, 0, 0.007149999999999999, 0, 0, 0, 0, 0.01364, 0, 0.03511, 0.0175, 0.015, 0, 0, 0.09745, 0, 0.0075, 0.00536, 0.003, 0, 0, 0, 0, 0, 0, 0.0042899999999999995, 0, 0, 0, 0, 0.01001, 0.015, 0.00715, 0, 0, 0, 0, 0, 0, 0.0295, 0, 0, 0.02965, 0.03, 0.0225, 0.005719999999999999, 0.11365, 0, 0, 0, 0, 0.05408, 0.0028599999999999997, 0.1339, 0.08037, 0.0495, 0, 0, 0.0125, 0.005, 0]"
pima,SC,PCA,0.011,0.049,0.023,"[0, 0, 0, 0, 0.02222, 0, 0.01, 0.036, 0.00518, 0, 0, 0.06023, 0, 0.0025, 0, 0.07536, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.005, 0, 0, 0, 0.0028599999999999997, 0, 0, 0, 0.05626, 0, 0.04886, 0, 0, 0, 0, 0.0365, 0, 0, 0, 0, 0.01812, 0, 0, 0.12909, 0.0551, 0, 0.019, 0, 0.07739, 0.01, 0, 0, 0, 0, 0.05453, 0.018000000000000002, 0, 0, 0.01375, 0.019790000000000002, 0, 0.004, 0, 0, 0.051770000000000004, 0, 0, 0, 0.005, 0, 0, 0.039, 0, 0, 0, 0, 0, 0.00586, 0.015, 0, 0.06521, 0, 0, 0.005, 0, 0.004, 0.006500000000000001, 0.03388, 0.07161, 0, 0, 0, 0.0315, 0, 0]"
pima,J,IForest,0.04,0.116,0.052,"[0.10112, 0, 0.09783, 0.065, 0.03, 0, 0, 0, 0.04, 0.03, 0.21021, 0.13624, 0.06881, 0, 0, 0.14879, 0.015, 0.08167, 0.059949999999999996, 0.02534, 0, 0.02782, 0, 0.01814, 0, 0, 0.02667, 0, 0.04166, 0, 0.02834, 0.025, 0.07501000000000001, 0, 0, 0.02732, 0.060200000000000004, 0.01, 0, 0, 0.19836, 0.013340000000000001, 0.045, 0.09031, 0, 0, 0.06167, 0.12243, 0.036, 0.025, 0.11582, 0.010709999999999999, 0.00308, 0.01, 0.006, 0, 0.04787, 0.03327, 0.02, 0.08367, 0.037040000000000003, 0.11533, 0, 0.07349, 0.1133, 0, 0, 0.0042899999999999995, 0.005, 0.04333, 0, 0, 0.004, 0.008, 0.01429, 0.04417, 0.011, 0.1811, 0.03904, 0, 0, 0.18384, 0, 0.10078000000000001, 0.13782, 0.04283, 0.01, 0, 0, 0.015, 0, 0.07629, 0, 0, 0.0935, 0, 0.13099, 0.16622, 0, 0.005]"
pima,J,LOF,0.018,0.057,0.036,"[0, 0, 0.15492, 0.01433, 0.05683, 0, 0, 0, 0.006, 0, 0, 0.005, 0, 0, 0, 0.0, 0, 0.0275, 0, 0.00417, 0.024, 0, 0, 0, 0, 0.003, 0.005, 0, 0.005, 0.005, 0, 0.005, 0.005, 0, 0.005, 0, 0, 0, 0, 0.0325, 0, 0.015, 0.005, 0.005, 0.005, 0, 0.02833, 0, 0.14037, 0.05666, 0.024, 0, 0.02008, 0.15531, 0.004, 0, 0, 0.005, 0, 0.005, 0, 0.04958, 0.01, 0.01833, 0.01, 0, 0.007859999999999999, 0, 0.006, 0.005, 0, 0.006, 0, 0.01733, 0.006, 0, 0.06999, 0.025, 0.004, 0, 0.02934, 0.15032, 0, 0, 0.05929, 0, 0, 0.005, 0, 0.014709999999999999, 0.13036, 0.027, 0.06465, 0.14394, 0, 0.005, 0, 0.02733, 0.04444, 0.03025]"
pima,J,PCA,0.022,0.067,0.032,"[0, 0.06219, 0, 0.025, 0, 0.11805, 0, 0.015, 0.052090000000000004, 0.03, 0, 0.002, 0.02819, 0, 0, 0.015, 0.021670000000000002, 0, 0.06667000000000001, 0.01, 0, 0.02834, 0, 0, 0, 0.025, 0, 0, 0.02834, 0.02286, 0.025, 0, 0, 0, 0.005, 0.015, 0, 0, 0.06334000000000001, 0, 0, 0.13384000000000001, 0.035, 0.04786, 0, 0, 0.02, 0.09005, 0.11617, 0.07246, 0, 0.018340000000000002, 0.10918, 0, 0, 0.02, 0, 0, 0.015, 0.035, 0, 0.04167, 0.01, 0.10067, 0.04267, 0.03, 0, 0.0025, 0.01286, 0.015, 0.005, 0, 0, 0, 0, 0, 0, 0.025, 0.01, 0.02833, 0, 0.10666, 0, 0.01667, 0.0648, 0, 0, 0, 0.015, 0.005, 0.004, 0.07167, 0.05394, 0.02667, 0.02, 0.08583, 0, 0.045, 0.005, 0.01]"
